,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,lninc,custcat
755,Zone 3,32,47,Unmarried,25,135,High school degree,6,No,Female,1,No,No,No,No,10.5,0.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No,No,No,No,2.351375,4.905275,Basic service
756,Zone 2,61,52,Married,23,19,Did not complete high school,0,No,Male,2,Yes,Yes,Yes,No,18.2,24.75,29.95,9.25,0.0,1037.65,1568.4,1758.4,570.0,0.0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.901422,2.944439,Plus service
757,Zone 1,24,25,Married,3,28,College degree,0,No,Male,3,No,Yes,Yes,Yes,10.6,0.0,40.4,25.25,23.4,267.3,0.0,920.15,530.0,533.85,Yes,No,Yes,Yes,No,No,No,No,Yes,2.360854,3.332205,E-service
758,Zone 2,56,61,Married,14,12,Did not complete high school,16,Yes,Female,2,No,No,Yes,No,16.85,0.0,0.0,11.25,0.0,881.65,0.0,0.0,595.0,0.0,No,No,No,No,No,No,No,No,No,2.824351,2.484907,Basic service
759,Zone 3,54,59,Unmarried,28,28,High school degree,15,No,Male,1,No,Yes,Yes,Yes,10.7,0.0,31.65,5.25,19.05,638.55,0.0,1717.7,290.0,894.1,Yes,No,No,Yes,Yes,No,No,Yes,No,2.370244,3.332205,E-service
760,Zone 3,43,38,Married,7,18,Some college,8,No,Female,3,No,Yes,No,Yes,9.4,0.0,39.55,0.0,29.4,411.15,0.0,1758.7,0.0,1159.3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2.24071,2.890372,Total service
761,Zone 1,19,35,Unmarried,7,58,Some college,5,No,Female,1,Yes,Yes,Yes,Yes,3.65,37.0,40.3,21.25,43.05,65.15,690.85,742.95,385.0,741.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.294727,4.060443,Total service
762,Zone 3,5,43,Unmarried,16,72,Some college,17,No,Female,1,Yes,No,Yes,No,5.55,15.75,0.0,6.5,0.0,23.9,62.25,0.0,25.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.713798,4.276666,Plus service
763,Zone 1,24,61,Married,6,112,College degree,3,No,Female,4,No,No,Yes,No,8.2,0.0,0.0,11.0,0.0,210.25,0.0,0.0,265.0,0.0,No,No,No,Yes,No,No,No,No,Yes,2.104134,4.718499,Basic service
764,Zone 3,62,35,Married,2,28,High school degree,8,No,Female,2,No,No,Yes,No,18.45,0.0,0.0,19.0,0.0,1152.7,0.0,0.0,1150.0,0.0,Yes,No,No,No,No,No,No,No,No,2.915064,3.332205,E-service
765,Zone 2,14,40,Unmarried,13,398,Post-undergraduate degree,11,No,Female,1,Yes,Yes,Yes,Yes,6.4,18.0,43.1,23.75,47.7,71.0,259.0,597.8,295.0,644.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.856298,5.986452,Total service
766,Zone 3,60,48,Married,22,106,Some college,21,No,Female,3,Yes,No,Yes,Yes,13.05,44.25,0.0,17.0,69.55,760.95,2601.85,0.0,1050.0,4154.55,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.568788,4.663439,Total service
767,Zone 2,30,74,Married,12,10,Did not complete high school,3,Yes,Female,2,Yes,No,Yes,No,7.25,30.25,0.0,17.25,0.0,225.3,906.0,0.0,585.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.981001,2.302585,Plus service
768,Zone 1,40,42,Married,16,108,Some college,17,No,Male,4,No,Yes,No,No,4.95,0.0,29.7,0.0,0.0,205.65,0.0,1151.35,0.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,1.599388,4.682131,E-service
769,Zone 2,42,50,Married,17,85,High school degree,15,No,Female,4,No,No,Yes,No,14.3,0.0,0.0,11.5,0.0,567.95,0.0,0.0,485.0,0.0,No,No,No,No,No,No,No,No,No,2.66026,4.442651,Basic service
770,Zone 1,20,34,Unmarried,14,51,Some college,9,No,Female,1,No,No,No,No,5.65,0.0,0.0,0.0,0.0,126.4,0.0,0.0,0.0,0.0,Yes,No,No,Yes,No,No,No,No,No,1.731656,3.931826,E-service
771,Zone 1,4,22,Married,1,22,High school degree,2,No,Female,3,No,No,Yes,No,2.25,0.0,0.0,23.5,0.0,8.0,0.0,0.0,85.0,0.0,No,No,No,No,Yes,No,Yes,Yes,No,0.81093,3.091042,Plus service
772,Zone 2,44,49,Married,2,66,High school degree,8,No,Female,4,Yes,No,Yes,Yes,4.25,43.25,0.0,38.75,39.55,184.9,1980.05,0.0,1655.0,1655.9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.446919,4.189655,Total service
773,Zone 3,49,63,Unmarried,18,10,High school degree,2,Yes,Male,1,Yes,No,Yes,No,13.9,33.25,0.0,12.75,0.0,668.95,1624.6,0.0,615.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.631889,2.302585,Plus service
774,Zone 3,5,36,Married,2,34,Did not complete high school,4,No,Female,2,Yes,No,No,No,3.5,19.5,0.0,0.0,0.0,14.2,105.9,0.0,0.0,0.0,No,No,No,No,Yes,No,Yes,Yes,No,1.252763,3.526361,Plus service
775,Zone 3,70,50,Married,29,67,Did not complete high school,22,No,Male,4,No,No,Yes,No,51.9,0.0,0.0,15.75,0.0,3438.4,0.0,0.0,1075.0,0.0,Yes,No,No,No,No,No,No,No,No,3.949319,4.204693,E-service
776,Zone 1,30,57,Married,16,19,Did not complete high school,1,No,Male,4,No,No,Yes,No,7.25,0.0,0.0,8.5,0.0,200.1,0.0,0.0,285.0,0.0,No,No,No,No,No,No,No,No,No,1.981001,2.944439,Basic service
777,Zone 2,28,48,Unmarried,20,128,College degree,4,No,Female,1,Yes,Yes,Yes,Yes,10.0,20.75,53.6,26.5,55.3,313.05,590.9,1481.35,710.0,1424.2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.302585,4.85203,Total service
778,Zone 1,5,28,Married,3,39,Post-undergraduate degree,1,No,Male,6,Yes,Yes,Yes,Yes,4.7,24.25,44.65,16.5,32.5,30.75,131.9,184.25,60.0,106.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.547563,3.663562,Total service
779,Zone 2,27,35,Unmarried,12,56,Did not complete high school,3,No,Female,1,Yes,Yes,Yes,Yes,8.25,32.5,35.65,11.0,33.85,202.55,897.95,903.25,205.0,805.95,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.110213,4.025352,Total service
780,Zone 2,17,39,Unmarried,12,45,College degree,10,No,Female,1,No,Yes,No,No,8.65,0.0,28.95,0.0,0.0,133.1,0.0,450.2,0.0,0.0,No,No,No,No,No,No,No,No,Yes,2.157559,3.806662,Basic service
781,Zone 1,4,37,Married,8,25,Did not complete high school,1,No,Female,5,No,No,No,No,2.5,0.0,0.0,0.0,0.0,9.15,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,0.916291,3.218876,Basic service
782,Zone 1,30,23,Married,0,24,High school degree,1,No,Female,4,Yes,No,No,No,13.35,22.5,0.0,0.0,0.0,397.4,636.35,0.0,0.0,0.0,No,No,No,Yes,Yes,Yes,No,Yes,No,2.591516,3.178054,Plus service
783,Zone 3,71,40,Married,19,53,College degree,14,No,Female,2,Yes,No,Yes,Yes,10.15,40.0,0.0,27.75,38.35,781.7,2912.3,0.0,2030.0,2590.65,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2.317474,3.970292,Total service
784,Zone 3,67,77,Unmarried,55,49,Did not complete high school,45,Yes,Female,1,No,No,Yes,No,25.35,0.0,0.0,26.75,0.0,1692.0,0.0,0.0,1755.0,0.0,No,No,No,No,No,Yes,No,No,No,3.232779,3.89182,Basic service
785,Zone 3,24,48,Married,3,38,Did not complete high school,16,No,Female,2,No,No,Yes,No,5.55,0.0,0.0,11.25,0.0,133.4,0.0,0.0,265.0,0.0,No,No,No,No,No,No,No,No,No,1.713798,3.637586,Basic service
786,Zone 1,24,54,Married,7,84,Some college,10,No,Female,2,No,Yes,Yes,No,11.45,0.0,28.7,10.5,0.0,288.05,0.0,675.4,220.0,0.0,No,No,No,Yes,No,No,No,No,Yes,2.43799,4.430817,Basic service
787,Zone 2,59,54,Unmarried,32,126,Did not complete high school,22,No,Female,1,Yes,No,Yes,No,13.6,28.75,0.0,11.75,0.0,796.4,1625.1,0.0,660.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.61007,4.836282,Plus service
788,Zone 3,59,32,Unmarried,9,73,College degree,5,No,Male,1,Yes,No,Yes,No,29.2,21.5,0.0,12.75,0.0,1726.6,1231.9,0.0,655.0,0.0,Yes,No,No,No,Yes,Yes,No,No,Yes,3.374169,4.290459,E-service
789,Zone 3,44,37,Married,1,41,College degree,8,No,Female,6,No,No,No,No,9.15,0.0,0.0,0.0,0.0,387.95,0.0,0.0,0.0,0.0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.213754,3.713572,E-service
790,Zone 1,19,31,Married,0,22,College degree,2,No,Male,3,No,No,No,No,4.85,0.0,0.0,0.0,0.0,88.9,0.0,0.0,0.0,0.0,Yes,No,No,No,No,No,No,No,No,1.578979,3.091042,E-service
791,Zone 2,58,46,Married,23,23,Did not complete high school,2,No,Female,2,No,Yes,Yes,No,11.1,0.0,25.6,10.5,0.0,620.75,0.0,1471.4,625.0,0.0,No,No,No,Yes,No,No,No,No,No,2.406945,3.135494,Basic service
792,Zone 1,41,53,Married,22,94,High school degree,25,No,Male,2,No,No,Yes,No,12.65,0.0,0.0,11.75,0.0,488.15,0.0,0.0,500.0,0.0,Yes,No,No,No,No,No,No,Yes,No,2.537657,4.543295,E-service
793,Zone 2,16,33,Unmarried,1,30,Some college,7,No,Male,4,Yes,Yes,Yes,Yes,9.25,21.0,41.4,17.75,41.0,138.5,282.3,634.1,265.0,595.3,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.224624,3.401197,Plus service
794,Zone 3,13,36,Unmarried,11,31,High school degree,0,No,Male,1,No,No,No,No,2.3,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,Yes,No,0.832909,3.433987,Basic service
795,Zone 1,60,53,Unmarried,22,171,Did not complete high school,37,No,Female,1,Yes,No,Yes,No,9.9,31.75,0.0,18.0,0.0,608.65,1972.1,0.0,1070.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.292535,5.141664,Plus service
796,Zone 2,72,49,Married,23,102,Did not complete high school,27,No,Female,6,No,No,Yes,No,41.15,0.0,0.0,33.25,0.0,3098.55,0.0,0.0,2345.0,0.0,Yes,No,No,No,No,No,No,No,No,3.717224,4.624973,E-service
797,Zone 2,33,39,Unmarried,17,27,College degree,3,No,Female,1,Yes,Yes,Yes,Yes,9.7,21.75,41.75,8.5,61.6,294.8,680.3,1342.05,255.0,2019.75,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,2.272126,3.295837,Total service
798,Zone 2,72,45,Married,25,98,College degree,20,No,Female,2,No,No,Yes,Yes,30.25,0.0,0.0,13.25,42.85,2182.65,0.0,0.0,900.0,2940.35,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.409496,4.584967,Total service
799,Zone 1,66,54,Married,8,591,College degree,25,No,Female,2,Yes,Yes,Yes,Yes,25.0,34.25,45.0,16.0,53.0,1636.25,2242.55,2816.25,1005.0,3538.5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.218876,6.381816,Total service
800,Zone 3,53,37,Married,7,25,Did not complete high school,2,No,Female,6,Yes,No,Yes,No,5.4,52.0,0.0,34.0,0.0,291.5,2794.95,0.0,1660.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.686399,3.218876,Plus service
801,Zone 2,22,28,Married,0,36,College degree,0,No,Male,4,Yes,Yes,Yes,Yes,9.7,21.5,39.9,9.5,42.9,220.75,480.1,857.2,175.0,883.2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.272126,3.583519,Total service
802,Zone 2,14,26,Married,1,25,High school degree,0,No,Female,3,No,No,No,No,4.4,0.0,0.0,0.0,0.0,71.2,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,Yes,No,No,1.481605,3.218876,Plus service
803,Zone 1,52,49,Unmarried,18,69,High school degree,13,No,Female,2,No,No,Yes,Yes,18.35,0.0,0.0,19.0,34.5,893.25,0.0,0.0,935.0,1711.7,No,No,No,No,Yes,Yes,Yes,Yes,No,2.90963,4.234107,Plus service
804,Zone 3,33,30,Married,5,22,Did not complete high school,0,No,Male,2,Yes,No,Yes,Yes,5.55,33.75,0.0,37.25,30.0,211.05,1129.25,0.0,1215.0,946.8,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.713798,3.091042,Plus service
805,Zone 3,72,66,Unmarried,26,67,High school degree,37,Yes,Female,1,Yes,No,Yes,No,39.1,65.0,0.0,39.75,0.0,2743.65,4748.45,0.0,2830.0,0.0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.666122,4.204693,Plus service
806,Zone 1,40,40,Married,3,73,College degree,12,No,Female,4,No,No,Yes,Yes,10.0,0.0,0.0,14.0,27.15,376.6,0.0,0.0,555.0,1035.5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.302585,4.290459,Plus service
807,Zone 2,29,26,Unmarried,1,22,College degree,2,No,Female,1,No,Yes,Yes,Yes,6.1,0.0,47.0,24.25,35.55,175.3,0.0,1265.65,710.0,965.9,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.808289,3.091042,Total service
808,Zone 3,63,67,Unmarried,22,9,High school degree,12,Yes,Male,1,No,No,Yes,No,18.05,0.0,0.0,19.0,0.0,1140.2,0.0,0.0,1135.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.893146,2.197225,Plus service
809,Zone 2,56,54,Unmarried,25,147,Some college,31,No,Female,1,Yes,Yes,Yes,Yes,12.7,24.5,39.05,24.25,34.2,763.1,1348.15,2108.1,1310.0,1848.85,Yes,No,Yes,Yes,Yes,No,No,No,Yes,2.541602,4.990433,E-service
810,Zone 3,60,50,Married,26,239,High school degree,19,No,Female,2,Yes,No,Yes,Yes,21.5,77.75,0.0,10.25,64.2,1377.0,4628.5,0.0,570.0,3756.15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.068053,5.476464,Total service
811,Zone 3,28,22,Married,3,23,Some college,1,No,Male,5,No,No,No,No,10.95,0.0,0.0,0.0,0.0,263.95,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,No,No,Yes,2.393339,3.135494,Basic service
812,Zone 2,39,39,Unmarried,19,29,College degree,6,No,Male,1,No,No,Yes,No,5.95,0.0,0.0,21.25,0.0,227.85,0.0,0.0,835.0,0.0,Yes,No,No,Yes,No,No,No,Yes,No,1.783391,3.367296,E-service
813,Zone 3,65,39,Married,18,32,High school degree,15,No,Male,4,No,No,Yes,No,21.1,0.0,0.0,9.75,0.0,1432.8,0.0,0.0,585.0,0.0,No,No,No,No,Yes,No,Yes,No,No,3.049273,3.465736,Plus service
814,Zone 3,29,31,Unmarried,7,30,Some college,7,No,Female,1,Yes,No,Yes,No,7.6,33.75,0.0,14.5,0.0,240.85,937.85,0.0,395.0,0.0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,2.028148,3.401197,Plus service
815,Zone 3,28,36,Unmarried,8,57,High school degree,13,No,Female,2,Yes,No,Yes,No,9.6,21.75,0.0,17.25,0.0,272.85,607.95,0.0,435.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.261763,4.043051,Plus service
816,Zone 1,2,18,Unmarried,0,20,High school degree,0,No,Male,1,Yes,No,Yes,Yes,3.75,22.25,0.0,23.5,27.1,4.45,44.65,0.0,15.0,25.65,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.321756,2.995732,Plus service
817,Zone 3,67,52,Unmarried,13,248,High school degree,20,No,Female,3,Yes,Yes,Yes,No,35.85,39.75,34.3,22.25,0.0,2368.9,2522.75,2170.85,1435.0,0.0,Yes,No,No,No,Yes,No,Yes,Yes,No,3.579344,5.513429,Plus service
818,Zone 3,5,35,Married,9,59,Some college,8,No,Female,5,Yes,Yes,Yes,Yes,3.1,18.5,37.9,22.75,26.4,21.45,114.8,140.35,120.0,109.6,No,No,Yes,Yes,Yes,Yes,No,No,Yes,1.131402,4.077537,Total service
819,Zone 3,48,35,Unmarried,10,24,High school degree,6,No,Male,1,Yes,No,Yes,No,16.95,43.0,0.0,28.5,0.0,874.45,2007.4,0.0,1270.0,0.0,No,No,No,No,Yes,No,Yes,Yes,No,2.830268,3.178054,Plus service
820,Zone 2,10,26,Married,4,25,Did not complete high school,4,No,Female,3,No,No,No,No,3.7,0.0,0.0,0.0,0.0,38.2,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.308333,3.218876,Basic service
821,Zone 2,17,28,Unmarried,3,37,Some college,2,No,Female,1,No,No,No,No,5.5,0.0,0.0,0.0,0.0,84.25,0.0,0.0,0.0,0.0,Yes,No,No,No,No,No,Yes,Yes,No,1.704748,3.610918,Plus service
822,Zone 1,21,24,Married,0,30,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,17.8,23.75,36.3,10.5,31.75,374.05,513.65,738.9,205.0,642.2,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2.879198,3.401197,Total service
823,Zone 2,25,51,Unmarried,9,66,College degree,13,No,Male,2,Yes,Yes,Yes,Yes,6.45,16.25,48.15,31.0,34.55,140.85,415.55,1202.65,790.0,828.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.86408,4.189655,Total service
824,Zone 3,44,31,Unmarried,8,16,Did not complete high school,3,No,Male,1,No,No,Yes,No,14.4,0.0,0.0,12.0,0.0,632.95,0.0,0.0,490.0,0.0,No,No,No,No,No,No,No,No,No,2.667228,2.772589,Basic service
825,Zone 2,59,49,Unmarried,28,429,College degree,23,No,Female,2,Yes,Yes,Yes,Yes,10.2,24.25,42.85,16.0,43.35,592.2,1524.8,2444.7,885.0,2450.9,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,2.322388,6.061457,Total service
826,Zone 2,11,26,Unmarried,7,20,High school degree,4,No,Male,1,No,No,No,No,6.95,0.0,0.0,0.0,0.0,84.05,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.938742,2.995732,Basic service
827,Zone 2,50,68,Married,32,262,Some college,28,No,Male,2,Yes,Yes,Yes,Yes,12.4,20.5,40.8,18.25,25.15,601.1,993.65,2025.25,870.0,1217.35,No,No,No,Yes,Yes,No,Yes,Yes,Yes,2.517696,5.568345,Plus service
828,Zone 3,23,25,Married,2,28,Some college,1,No,Female,5,No,No,No,No,4.15,0.0,0.0,0.0,0.0,94.25,0.0,0.0,0.0,0.0,Yes,No,No,No,No,No,No,No,No,1.423108,3.332205,E-service
829,Zone 1,17,19,Unmarried,0,18,High school degree,0,No,Female,2,No,Yes,No,No,7.1,0.0,24.95,0.0,0.0,120.35,0.0,401.8,0.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,1.960095,2.890372,E-service
830,Zone 1,15,62,Married,3,144,Some college,21,No,Male,2,Yes,No,Yes,Yes,5.25,15.5,0.0,31.75,33.95,81.05,237.9,0.0,490.0,446.1,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.658228,4.969813,Plus service
831,Zone 2,68,57,Married,38,33,Did not complete high school,9,No,Female,2,No,No,Yes,No,13.5,0.0,0.0,19.0,0.0,901.0,0.0,0.0,1240.0,0.0,Yes,No,No,No,No,No,No,No,No,2.60269,3.496508,E-service
832,Zone 1,69,42,Married,23,19,Some college,0,No,Female,2,No,Yes,Yes,No,25.95,0.0,36.9,18.75,0.0,1812.15,0.0,2630.5,1270.0,0.0,No,No,No,Yes,No,No,No,No,Yes,3.256172,2.944439,Basic service
833,Zone 1,30,24,Married,3,30,Did not complete high school,7,No,Female,5,No,No,No,No,6.75,0.0,0.0,0.0,0.0,171.75,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.909543,3.401197,Basic service
834,Zone 3,22,30,Unmarried,8,41,High school degree,8,No,Male,1,Yes,No,Yes,Yes,6.1,22.75,0.0,13.25,21.35,119.95,441.25,0.0,290.0,467.05,No,Yes,No,No,Yes,Yes,No,Yes,No,1.808289,3.713572,Plus service
835,Zone 2,10,20,Married,1,20,High school degree,0,No,Female,4,No,No,No,No,5.9,0.0,0.0,0.0,0.0,48.95,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.774952,2.995732,Basic service
836,Zone 1,72,59,Married,12,65,Some college,21,No,Female,6,No,Yes,Yes,No,34.65,0.0,36.45,40.75,0.0,2519.3,0.0,2583.9,2910.0,0.0,Yes,No,No,No,Yes,No,No,No,No,3.545298,4.174387,E-service
837,Zone 2,34,24,Married,5,17,College degree,0,No,Female,2,No,No,Yes,No,15.25,0.0,0.0,4.75,0.0,522.45,0.0,0.0,150.0,0.0,No,No,No,No,Yes,No,No,Yes,No,2.72458,2.833213,Plus service
838,Zone 2,43,49,Married,18,66,Did not complete high school,22,No,Male,4,No,No,Yes,No,8.6,0.0,0.0,20.75,0.0,376.7,0.0,0.0,875.0,0.0,Yes,No,No,No,No,Yes,No,Yes,No,2.151762,4.189655,Plus service
839,Zone 3,31,37,Married,15,18,College degree,5,No,Male,3,Yes,Yes,Yes,Yes,5.2,19.5,47.25,15.75,39.8,151.7,611.1,1457.95,460.0,1170.3,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1.648659,2.890372,Total service
840,Zone 2,6,27,Married,5,26,College degree,2,No,Male,5,Yes,No,No,No,5.6,12.0,0.0,0.0,0.0,30.35,72.5,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.722767,3.258097,Basic service
841,Zone 2,48,42,Unmarried,21,46,College degree,4,No,Male,1,No,No,Yes,No,14.45,0.0,0.0,41.5,0.0,618.1,0.0,0.0,1935.0,0.0,No,No,No,No,No,Yes,Yes,No,No,2.670694,3.828641,Plus service
842,Zone 2,50,25,Unmarried,6,19,Did not complete high school,5,No,Male,3,No,No,Yes,No,7.25,0.0,0.0,7.5,0.0,356.15,0.0,0.0,375.0,0.0,No,No,No,No,No,No,No,No,No,1.981001,2.944439,Basic service
843,Zone 3,20,41,Married,19,58,High school degree,6,No,Female,2,No,No,No,No,5.25,0.0,0.0,0.0,0.0,98.2,0.0,0.0,0.0,0.0,Yes,No,No,No,No,No,No,No,No,1.658228,4.060443,E-service
844,Zone 3,61,73,Unmarried,10,25,Did not complete high school,21,Yes,Male,1,No,No,Yes,No,16.65,0.0,0.0,71.0,0.0,965.6,0.0,0.0,4350.0,0.0,No,No,No,No,No,No,No,No,No,2.81241,3.218876,Basic service
845,Zone 2,6,21,Unmarried,0,15,High school degree,1,No,Female,1,No,No,No,No,3.65,0.0,0.0,0.0,0.0,19.4,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.294727,2.70805,Basic service
846,Zone 2,1,22,Unmarried,2,35,High school degree,2,No,Male,1,No,No,No,No,1.65,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No,No,No,Yes,0.500775,3.555348,Basic service
847,Zone 1,21,43,Unmarried,13,41,High school degree,1,No,Female,1,Yes,Yes,Yes,Yes,6.15,23.75,45.4,12.25,37.25,118.15,497.15,878.6,195.0,763.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.816452,3.713572,Total service
848,Zone 3,7,32,Unmarried,1,71,College degree,3,No,Male,2,Yes,Yes,No,Yes,3.6,15.25,41.0,0.0,28.05,19.1,122.1,245.65,0.0,157.15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.280934,4.26268,Total service
849,Zone 3,65,56,Married,19,608,Some college,34,No,Female,2,Yes,No,Yes,Yes,14.55,69.5,0.0,20.25,68.3,964.85,4584.8,0.0,1300.0,4325.6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.677591,6.410175,Total service
850,Zone 1,64,37,Unmarried,10,44,College degree,9,No,Female,1,No,Yes,Yes,No,16.15,0.0,35.05,22.0,0.0,965.3,0.0,2337.25,1350.0,0.0,Yes,Yes,No,No,No,No,Yes,No,Yes,2.78192,3.78419,E-service
851,Zone 3,4,30,Unmarried,0,41,High school degree,0,No,Male,2,No,No,No,No,2.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,No,No,No,No,Yes,Yes,Yes,No,No,0.693147,3.713572,Plus service
852,Zone 1,67,45,Married,22,83,Some college,11,No,Female,2,No,No,Yes,No,27.0,0.0,0.0,10.75,0.0,1724.8,0.0,0.0,640.0,0.0,Yes,No,No,No,No,No,Yes,No,Yes,3.295837,4.418841,E-service
853,Zone 2,22,35,Unmarried,12,28,High school degree,3,No,Male,2,No,No,No,No,6.6,0.0,0.0,0.0,0.0,180.55,0.0,0.0,0.0,0.0,Yes,No,Yes,Yes,No,No,No,No,No,1.88707,3.332205,E-service
854,Zone 3,51,37,Married,17,101,High school degree,10,No,Female,2,No,No,Yes,No,14.95,0.0,0.0,9.5,0.0,736.85,0.0,0.0,480.0,0.0,Yes,No,No,No,No,Yes,Yes,No,No,2.704711,4.615121,Plus service
855,Zone 1,50,28,Unmarried,6,28,Did not complete high school,10,No,Female,1,Yes,Yes,Yes,Yes,6.4,17.25,36.85,12.75,22.0,330.95,851.7,1869.4,600.0,997.0,Yes,No,No,No,No,Yes,Yes,Yes,No,1.856298,3.332205,Plus service
856,Zone 1,31,47,Married,18,35,High school degree,0,No,Male,2,No,No,No,No,11.95,0.0,0.0,0.0,0.0,390.6,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,2.480731,3.555348,Basic service
857,Zone 3,4,28,Unmarried,0,39,High school degree,3,No,Female,1,Yes,No,Yes,No,7.1,15.0,0.0,12.75,0.0,23.8,70.45,0.0,25.0,0.0,No,No,No,No,Yes,Yes,Yes,No,No,1.960095,3.663562,Plus service
858,Zone 3,60,56,Unmarried,19,51,College degree,11,No,Male,1,No,Yes,Yes,Yes,15.25,0.0,57.45,28.5,67.0,873.7,0.0,3404.1,1630.0,4046.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.72458,3.931826,Total service
859,Zone 3,7,31,Married,12,31,High school degree,7,No,Female,6,No,No,No,No,5.05,0.0,0.0,0.0,0.0,38.05,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,Yes,1.619388,3.433987,Basic service
860,Zone 3,20,40,Unmarried,2,209,College degree,15,No,Female,1,No,No,Yes,No,7.2,0.0,0.0,4.75,0.0,172.1,0.0,0.0,80.0,0.0,Yes,No,No,No,No,No,No,No,Yes,1.974081,5.342334,E-service
861,Zone 2,19,23,Married,4,37,Some college,1,No,Female,4,Yes,Yes,No,No,8.4,17.5,24.8,0.0,0.0,136.05,302.5,446.0,0.0,0.0,No,No,No,No,Yes,Yes,No,Yes,No,2.128232,3.610918,Plus service
862,Zone 3,58,37,Married,5,64,College degree,8,No,Female,2,Yes,Yes,Yes,Yes,10.8,58.75,63.25,37.75,109.7,634.75,3525.55,3521.45,2305.0,6444.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.379546,4.158883,Total service
